Date,pnl
2006-05-01,0.0
2006-05-02,0.200575113662
2006-05-03,-1.97108607086
2006-05-04,-1.82537978591
2006-05-05,-1.61215633785
2006-05-08,-0.226435071525
2006-05-09,-0.266418051327
2006-05-10,-0.714003845934
2006-05-11,-1.95221058041
2006-05-12,-2.47081336891
2006-05-15,-2.31418123288
2006-05-16,-3.15564892894
2006-05-17,-3.27251057993
2006-05-18,-3.63364484116
2006-05-19,-3.38416992739
2006-05-22,-3.57322174446
2006-05-23,-3.44531999174
2006-05-24,-4.07784121097
2006-05-25,-4.22529962986
2006-05-26,-4.31847298672
2006-05-30,-4.28612142791
2006-05-31,-3.60219925142
2006-06-01,-3.35631929814
2006-06-02,-3.56508572413
2006-06-05,-3.4548749062
2006-06-06,-3.21622038184
2006-06-07,-3.08031697599
2006-06-08,-2.91081193581
2006-06-09,-2.22998222711
2006-06-12,-2.56539669986
2006-06-13,-3.32461433583
2006-06-14,-3.6912148845
2006-06-15,-3.61262443468
2006-06-16,-3.59839094077
2006-06-19,-3.12796970262
2006-06-20,-3.50078164927
2006-06-21,-3.34969873292
2006-06-22,-4.01881119502
2006-06-23,-3.92457283765
2006-06-26,-3.36854981268
2006-06-27,-2.99579351075
2006-06-28,-3.09781499845
2006-06-29,-2.51145864489
2006-06-30,-2.54698466213
2006-07-03,-2.20521603625
2006-07-05,-1.98469037639
2006-07-06,-1.33424871164
2006-07-07,-0.767324924748
2006-07-10,-0.326700001371
2006-07-11,0.137240509169
2006-07-12,0.448314181486
2006-07-13,0.449968948463
2006-07-14,0.432426694466
2006-07-17,1.49005082104
2006-07-18,1.60301016468
2006-07-19,3.99407841929
2006-07-20,4.75902908044
2006-07-21,4.00626665176
2006-07-24,3.85678796053
2006-07-25,4.03306714184
2006-07-26,4.00401852304
2006-07-27,4.29036115045
2006-07-28,4.46736946748
2006-07-31,5.19869475607
2006-08-01,4.73832606267
2006-08-02,3.21882862575
2006-08-03,3.12447015317
2006-08-04,2.38138558715
2006-08-07,3.09364683274
2006-08-08,3.43693541713
2006-08-09,2.92445563697
2006-08-10,2.7723075639
2006-08-11,2.38311066393
2006-08-14,2.49847865103
2006-08-15,1.80249916794
2006-08-16,1.28809197575
2006-08-17,1.54495353679
2006-08-18,1.30534952494
2006-08-21,1.4598755201
2006-08-22,1.05218691082
2006-08-23,1.72823141438
2006-08-24,1.63532446948
2006-08-25,1.78651147111
2006-08-28,1.80116552492
2006-08-29,1.74908948337
2006-08-30,1.75065064591
2006-08-31,2.00298799815
2006-09-01,1.65226392759
2006-09-05,1.40325499856
2006-09-06,1.15810240281
2006-09-07,1.3767140713
2006-09-08,1.67773461533
2006-09-11,1.99311285225
2006-09-12,1.81255542442
2006-09-13,2.06695457356
2006-09-14,2.19339699372
2006-09-15,1.74766591514
2006-09-18,1.55642341538
2006-09-19,2.17032930556
2006-09-20,2.11190118499
2006-09-21,2.41236566381
2006-09-22,3.13128966846
2006-09-25,3.54976495794
2006-09-26,3.32367665357
2006-09-27,3.66187524846
2006-09-28,3.26299208994
2006-09-29,3.19358160567
2006-10-02,2.80195918866
2006-10-03,0.198982305943
2006-10-04,-1.26670901675
2006-10-05,-1.33949303452
2006-10-06,-1.30925774125
2006-10-09,-1.10686635198
2006-10-10,-1.22253184154
2006-10-11,-0.821821673621
2006-10-12,-0.272468018483
2006-10-13,-0.111689151892
2006-10-16,-0.28128048946
2006-10-17,-0.266496779755
2006-10-18,-0.0356862452936
2006-10-19,1.03119624179
2006-10-20,1.79620156337
2006-10-23,1.60596779977
2006-10-24,2.62541908636
2006-10-25,3.13234544326
2006-10-26,3.17467063753
2006-10-27,3.31873319305
2006-10-30,3.61407236724
2006-10-31,4.87085968069
2006-11-01,5.95188433966
2006-11-02,4.88719473561
2006-11-03,5.54845970726
2006-11-06,6.17619546144
2006-11-07,6.05305571596
2006-11-08,7.87799749534
2006-11-09,8.07121049221
2006-11-10,8.535221372
2006-11-13,8.12206428379
2006-11-14,8.3610159598
2006-11-15,8.82403453266
2006-11-16,8.72580445799
2006-11-17,8.18827522973
2006-11-20,8.90791235821
2006-11-21,9.99735364938
2006-11-22,10.7531519975
2006-11-24,9.73624837248
2006-11-27,9.33818232816
2006-11-28,9.7262825813
2006-11-29,10.9903965482
2006-11-30,11.5794091463
2006-12-01,11.9068511988
2006-12-04,12.2873687322
2006-12-05,12.2971605739
2006-12-06,12.8149544382
2006-12-07,12.6939235233
2006-12-08,13.0896675523
2006-12-11,12.6939557027
2006-12-12,12.7782765047
2006-12-13,13.1016985589
2006-12-14,12.9824417283
2006-12-15,12.730729883
2006-12-18,12.9898719972
2006-12-19,13.249994552
2006-12-20,12.8973621018
2006-12-21,13.1138766946
2006-12-22,13.9082703688
2006-12-26,14.35650281
2006-12-27,14.6244243398
2006-12-28,14.7571135554
2006-12-29,15.5874692518
2007-01-03,15.1224556991
2007-01-04,15.4487575836
2007-01-05,15.4194885566
2007-01-08,15.5097949642
2007-01-09,15.9066590383
2007-01-10,16.5353604348
2007-01-11,16.4113556817
2007-01-12,16.6669667934
2007-01-16,17.1245199764
2007-01-17,18.9965080942
2007-01-18,18.260857322
2007-01-19,18.3095457613
2007-01-22,18.2788287754
2007-01-23,18.268047486
2007-01-24,18.8640940082
2007-01-25,18.7148975484
2007-01-26,18.9389504853
2007-01-29,19.4378942235
2007-01-30,19.5984200478
2007-01-31,20.3318128008
2007-02-01,20.9400768461
2007-02-02,19.8506161792
2007-02-05,20.5474005806
2007-02-06,20.2649378315
2007-02-07,20.1041321982
2007-02-08,20.5083654882
2007-02-09,20.2793326829
2007-02-12,21.5774083408
2007-02-13,23.2163408499
2007-02-14,24.6599292611
2007-02-15,24.9608954909
2007-02-16,25.5822444372
2007-02-20,25.6819792442
2007-02-21,25.5828021393
2007-02-22,26.9900321499
2007-02-23,28.7100561526
2007-02-26,24.8827570839
2007-02-27,24.7824847793
2007-02-28,24.6707829976
2007-03-01,25.0085032262
2007-03-02,25.8527276378
2007-03-05,24.9917296249
2007-03-06,24.76529732
2007-03-07,24.664869439
2007-03-08,25.0143374605
2007-03-09,25.8908851703
2007-03-12,26.6797401271
2007-03-13,26.1700762958
2007-03-14,26.2539764078
2007-03-15,26.1947572422
2007-03-16,26.0041694773
2007-03-19,26.5538044909
2007-03-20,25.7794297452
2007-03-21,25.7326381885
2007-03-22,26.1527256904
2007-03-23,26.0629431718
2007-03-26,25.893393071
2007-03-27,26.2093355417
2007-03-28,25.8825311344
2007-03-29,25.9242795423
2007-03-30,26.9699635138
2007-04-02,26.6644665623
2007-04-03,27.2319526892
2007-04-04,27.3151894133
2007-04-05,27.5288105637
2007-04-09,27.6147148004
2007-04-10,28.0035894109
2007-04-11,28.3884723111
2007-04-12,28.6661586293
2007-04-13,28.6205056381
2007-04-16,28.7006347956
2007-04-17,28.9693605942
2007-04-18,29.2436994997
2007-04-19,29.5815468176
2007-04-20,30.4697477839
2007-04-23,31.5962271605
2007-04-24,31.9947186532
2007-04-25,31.369080878
2007-04-26,31.9037282476
2007-04-27,32.4354449729
2007-04-30,33.0124373461
2007-05-01,32.6803009011
2007-05-02,30.4052439878
2007-05-03,30.5474372667
2007-05-04,31.5626345228
2007-05-07,31.8239629347
2007-05-08,32.7136483861
2007-05-09,32.6670106558
2007-05-10,33.2380201371
2007-05-11,33.9849702868
2007-05-14,35.2948315791
2007-05-15,36.1127876341
2007-05-16,37.8725870775
2007-05-17,38.483655683
2007-05-18,37.8906278432
2007-05-21,37.6985433149
2007-05-22,38.0521737112
2007-05-23,38.4302940175
2007-05-24,40.024694171
2007-05-25,40.7882953386
2007-05-29,41.9662218794
2007-05-30,43.6561826229
2007-05-31,45.549773621
2007-06-01,47.759484285
2007-06-04,48.1980229272
2007-06-05,46.437614984
2007-06-06,45.3975929701
2007-06-07,45.0249497123
2007-06-08,45.6030279036
2007-06-11,46.5428469046
2007-06-12,46.2763897974
2007-06-13,48.4085268596
2007-06-14,46.8834826134
2007-06-15,48.3329181245
2007-06-18,48.8933838061
2007-06-19,49.1018259131
2007-06-20,50.2676280594
2007-06-21,50.3398541859
2007-06-22,49.4258732204
2007-06-25,49.265249418
2007-06-26,49.4292511921
2007-06-27,49.8564579596
2007-06-28,50.5928376916
2007-06-29,51.377391883
2007-07-02,52.3809698046
2007-07-03,54.6384536359
2007-07-05,55.1401229074
2007-07-06,56.3856647342
2007-07-09,55.4797899339
2007-07-10,56.2928324288
2007-07-11,55.8671015021
2007-07-12,55.1170998324
2007-07-13,56.6173396761
2007-07-16,57.9674515957
2007-07-17,57.822040474
2007-07-18,58.5431951569
2007-07-19,58.5415914402
2007-07-20,58.8354282484
2007-07-23,59.7329591956
2007-07-24,58.7957102577
2007-07-25,58.1684303086
2007-07-26,57.9664642247
2007-07-27,58.9339274562
2007-07-30,59.4311633398
2007-07-31,57.6179770323
2007-08-01,58.2436420991
2007-08-02,57.7503098908
2007-08-03,54.1733473941
2007-08-06,53.4523742509
2007-08-07,52.7122796861
2007-08-08,53.0158074976
2007-08-09,50.394249985
2007-08-10,51.2522773331
2007-08-13,51.1076990085
2007-08-14,50.8274901609
2007-08-15,49.7854186124
2007-08-16,50.1654989171
2007-08-17,49.9273398912
2007-08-20,49.1842098536
2007-08-21,49.6747343662
2007-08-22,49.4859196417
2007-08-23,49.3783926967
2007-08-24,49.7355562116
2007-08-27,49.4367554329
2007-08-28,49.3046787173
2007-08-29,49.5919235333
2007-08-30,49.6580599253
2007-08-31,50.1620785202
2007-09-04,50.2619693314
2007-09-05,50.9548063466
2007-09-06,50.6454252421
2007-09-07,51.4800261716
2007-09-10,52.0015880674
2007-09-11,52.2936807459
2007-09-12,51.8246059264
2007-09-13,51.5238644212
2007-09-14,51.6791680023
2007-09-17,51.542286957
2007-09-18,52.7254254597
2007-09-19,54.1814116807
2007-09-20,55.1163527457
2007-09-21,55.8238490014
2007-09-24,56.6106836723
2007-09-25,57.0560259963
2007-09-26,57.4171240174
2007-09-27,56.3641921593
2007-09-28,56.5568440335
2007-10-01,55.6024532108
2007-10-02,55.0516744726
2007-10-03,55.507159457
2007-10-04,55.5881752876
2007-10-05,55.7387365057
2007-10-08,56.0706457825
2007-10-09,56.405558146
2007-10-10,56.0685281617
2007-10-11,55.9474861103
2007-10-12,55.6698841032
2007-10-15,55.7457681559
2007-10-16,55.8386653203
2007-10-17,56.3784227299
2007-10-18,56.3910575059
2007-10-19,55.3863051341
2007-10-22,55.9948091365
2007-10-23,55.7214170254
2007-10-24,56.3799520165
2007-10-25,56.9853465437
2007-10-26,57.0941923356
2007-10-29,57.3752040957
2007-10-30,57.5186317519
2007-10-31,58.2966252554
2007-11-01,58.2091793181
2007-11-02,58.0958034665
2007-11-05,57.9277383073
2007-11-06,57.6936322957
2007-11-07,56.6318557859
2007-11-08,55.710218628
2007-11-09,54.4780039581
2007-11-12,53.7285503831
2007-11-13,53.6858285642
2007-11-14,54.0613579999
2007-11-15,54.873586702
2007-11-16,55.6502729282
2007-11-19,56.1621401044
2007-11-20,55.5282729054
2007-11-21,54.9712011769
2007-11-23,55.2663197185
2007-11-26,55.7330547391
2007-11-27,55.6213162149
2007-11-28,55.8298401012
2007-11-29,56.0326477439
2007-11-30,56.4236893642
2007-12-03,56.8399030044
2007-12-04,56.2633997693
2007-12-05,55.8674602733
2007-12-06,55.8035888157
2007-12-07,55.7335927072
2007-12-10,55.3408814897
2007-12-11,55.4191010773
2007-12-12,55.8855270023
2007-12-13,55.7524208068
2007-12-14,55.3972032109
2007-12-17,55.0025720846
2007-12-18,55.0924745319
2007-12-19,55.1601844561
2007-12-20,55.3015887786
2007-12-21,55.2670183333
2007-12-24,55.3381062004
2007-12-26,55.3195640776
2007-12-27,55.5458463995
2007-12-28,55.1640146099
2007-12-31,55.5342258847
2008-01-02,56.4899053056
2008-01-03,57.2380568196
2008-01-04,58.3434359937
2008-01-07,58.6329880073
2008-01-08,59.3398247894
2008-01-09,59.0247526584
2008-01-10,59.4217321042
2008-01-11,59.5262481715
2008-01-14,59.9276288133
2008-01-15,59.0910823821
2008-01-16,59.0877220266
2008-01-17,58.3358291084
2008-01-18,57.8222329249
2008-01-22,55.733526585
2008-01-23,54.2908396083
2008-01-24,54.1180362517
2008-01-25,54.1282584401
2008-01-28,54.0643161768
2008-01-29,53.8321718397
2008-01-30,53.6059459885
2008-01-31,53.3370292217
2008-02-01,52.9976250608
2008-02-04,52.6178814889
2008-02-05,53.026869288
2008-02-06,52.9327827767
2008-02-07,52.9414396462
2008-02-08,53.4171430247
2008-02-11,53.4655131068
2008-02-12,53.380500456
2008-02-13,53.6295701386
2008-02-14,53.6469514368
2008-02-15,54.3991329314
2008-02-19,54.5174550137
2008-02-20,54.465283794
2008-02-21,54.838732641
2008-02-22,55.4193852829
2008-02-25,55.3980253649
2008-02-26,55.0358205467
2008-02-27,55.575264105
2008-02-28,55.4073519838
2008-02-29,55.9756685712
2008-03-03,55.37847454
2008-03-04,55.6087775785
2008-03-05,55.806565197
2008-03-06,55.6134759984
2008-03-07,56.4148990473
2008-03-10,56.2096923388
2008-03-11,55.9948400162
2008-03-12,56.2085374961
2008-03-13,56.3612131844
2008-03-14,57.0846204216
2008-03-17,56.4184401684
2008-03-18,56.2990591404
2008-03-19,55.869639972
2008-03-20,55.4236423591
2008-03-24,55.6355002371
2008-03-25,55.7052869655
2008-03-26,55.8803912852
2008-03-27,56.2101924798
2008-03-28,56.2382027332
2008-03-31,55.5183786215
2008-04-01,55.2948121543
2008-04-02,55.1970846646
2008-04-03,55.242029336
2008-04-04,54.9694067171
2008-04-07,54.8930954702
2008-04-08,54.5979478883
2008-04-09,54.5588202542
2008-04-10,54.7787401805
2008-04-11,55.9300709604
2008-04-14,55.6492647289
2008-04-15,54.9059338687
2008-04-16,55.0004189776
2008-04-17,55.7180107788
2008-04-18,56.0964343903
2008-04-21,56.4228365091
2008-04-22,55.7000901464
2008-04-23,55.1945384018
2008-04-24,55.3105411721
2008-04-25,55.3509154404
2008-04-28,55.094483704
2008-04-29,55.0579156359
2008-04-30,54.4584511122
2008-05-01,54.5636930221
2008-05-02,54.7166059306
2008-05-05,55.3473148643
2008-05-06,55.1580104266
2008-05-07,55.4807947375
2008-05-08,55.3660716062
2008-05-09,55.2491383209
2008-05-12,55.754394817
2008-05-13,55.4196511789
2008-05-14,55.5008357137
2008-05-15,55.5146892182
2008-05-16,55.5900669586
2008-05-19,55.4458320931
2008-05-20,55.3237743848
2008-05-21,54.9930301301
2008-05-22,54.5832407385
2008-05-23,54.6169603135
2008-05-27,54.6564984281
2008-05-28,54.2509108261
2008-05-29,54.4015616281
2008-05-30,54.4615336285
2008-06-02,54.4278442335
2008-06-03,55.8060290296
2008-06-04,56.28844194
2008-06-05,56.3818092258
2008-06-06,56.8328348397
2008-06-09,56.3649452404
2008-06-10,56.7305076404
2008-06-11,56.2745769867
2008-06-12,56.4873854549
2008-06-13,57.1016114856
2008-06-16,57.7161013706
2008-06-17,58.0405564065
2008-06-18,58.4112313714
2008-06-19,58.3516853756
2008-06-20,59.4352690877
2008-06-23,59.6409785549
2008-06-24,59.8446178644
2008-06-25,59.9189487872
2008-06-26,60.4817267769
2008-06-27,61.1518523181
2008-06-30,62.1852082625
2008-07-01,63.7115417127
2008-07-02,63.8533619038
2008-07-03,64.0935609541
2008-07-07,64.3716908776
2008-07-08,62.3340471273
2008-07-09,64.5096246604
